id,Calories
750353,92.36
750354,29.96
750355,49.23
750356,43.62
750357,15.53
750358,71.21
750359,224.9
750360,138.36
750361,50.86
750362,140.46
750363,40.42
750364,53.52
750365,197.59
750366,91.72
750367,86.36
750368,123.12
750369,64.03
750370,166.07
750371,82.22
750372,88.99
750373,113.74333333333334
750374,111.755
750375,179.91
750376,29.97
750377,77.86
750378,10.26
750379,188.97
750380,123.74
750381,203.52
750382,99.65
750383,7.14
750384,153.46
750385,105.96
750386,54.26
750387,149.16
750388,175.71
750389,173.14700000000002
750390,7.645
750391,114.81
750392,225.63
750393,116.55
750394,160.63
750395,82.67
750396,61.71
750397,43.95
750398,64.9
750399,134.52
750400,28.72
750401,8.55
750402,177.92
750403,74.61
750404,83.88
750405,10.25
750406,150.34
750407,43.45
750408,10.71
750409,140.06
750410,109.24
750411,213.73
750412,9.72
750413,107.91
750414,178.89
750415,166.51
750416,178.57
750417,83.93
750418,23.02
750419,57.42
750420,11.25
750421,75.61
750422,114.17
750423,20.96
750424,40.73
750425,57.95
750426,99.91
750427,142.16
750428,55.01333333333333
750429,1.69
750430,65.44
750431,10.95
750432,142.57
750433,55.56
750434,63.01
750435,97.06
750436,97.23
750437,15.1
750438,37.22
750439,64.02
750440,86.24
750441,144.61
750442,149.97
750443,68.97
750444,41.19
750445,3.89
750446,152.29
750447,149.622
750448,24.51
750449,231.39
750450,105.89399999999999
750451,169.62
750452,97.11
750453,141.63
750454,67.45
750455,89.84
750456,158.71
750457,14.9
750458,191.53
750459,13.31
750460,39.04
750461,121.55
750462,128.73
750463,146.62
750464,22.16
750465,54.56
750466,158.47
750467,92.13
750468,195.4
750469,139.95
750470,150.26
750471,117.3
750472,35.16
750473,108.73
750474,56.89
750475,78.29
750476,151.3
750477,11.53
750478,91.05
750479,14.84
750480,117.64
750481,14.92
750482,142.26
750483,38.42
750484,86.97366666666667
750485,8.82
750486,101.9075
750487,76.45
750488,102.53
750489,112.56
750490,52.69
750491,44.85
750492,60.43
750493,28.47
750494,120.66
750495,48.56
750496,18.02
750497,29.86
750498,25.14
750499,104.77
750500,50.78
750501,43.84
750502,95.24
750503,12.85
750504,68.44
750505,203.73
750506,191.63
750507,88.93
750508,182.52
750509,3.16
750510,59.23
750511,40.01
750512,119.89
750513,200.39
750514,82.86
750515,189.17
750516,53.19
750517,164.38
750518,100.05
750519,198.29
750520,104.33
750521,67.29
750522,98.72
750523,160.9
750524,78.75
750525,152.07
750526,114.64
750527,133.26
750528,139.5
750529,214.22
750530,179.36166666666665
750531,6.69
750532,40.86
750533,171.59
750534,123.51
750535,52.28
750536,29.77
750537,106.4
750538,6.01
750539,60.17
750540,60.53
750541,9.12
750542,27.83
750543,145.89
750544,187.07
750545,54.37
750546,154.57
750547,39.33
750548,198.45
750549,202.3
750550,69.75
750551,225.36
750552,50.46
750553,207.935
750554,4.14
750555,25.63
750556,79.1
750557,56.5
750558,97.79
750559,58.02
750560,39.92
750561,58.83
750562,45.71
750563,25.24
750564,38.23
750565,156.67
750566,32.34
750567,10.42
750568,101.23
750569,109.2
750570,120.37
750571,2.05
750572,97.0
750573,46.95
750574,17.29
750575,101.77
750576,21.26
750577,7.06
750578,81.84
750579,84.18
750580,31.7
750581,142.21
750582,102.52
750583,102.43
750584,78.33
750585,27.45
750586,100.45
750587,10.15
750588,193.42
750589,19.22
750590,113.37
750591,24.85625
750592,69.74
750593,121.51
750594,17.3
750595,245.66
750596,67.49
750597,137.24
750598,188.52
750599,63.98666666666667
750600,205.6
750601,109.53
750602,125.74
750603,99.5
750604,20.55
750605,53.06
750606,36.6975
750607,35.19
750608,147.97
750609,202.16
750610,265.81
750611,77.78
750612,56.14416666666666
750613,174.5
750614,49.39
750615,156.75
750616,15.54
750617,50.41
750618,250.38
750619,24.15
750620,87.39
750621,189.56
750622,28.48
750623,15.063333333333334
750624,68.69
750625,198.94
750626,120.27
750627,7.84
750628,154.19
750629,23.99
750630,55.03
750631,82.91799999999999
750632,24.45
750633,100.92
750634,207.41
750635,134.17
750636,1.67
750637,119.37
750638,19.03
750639,101.95433333333334
750640,126.57
750641,68.501
750642,31.16
750643,111.17
750644,117.81
750645,179.73
750646,114.82
750647,170.01
750648,45.69
750649,176.96
750650,174.6
750651,6.42
750652,4.16
750653,22.851999999999997
750654,8.19
750655,86.82
750656,14.36
750657,2.5
750658,33.083333333333336
750659,54.86
750660,36.7
750661,108.16
750662,87.23
750663,98.02
750664,52.59
750665,71.2522380952381
750666,8.78
750667,194.76
750668,155.4
750669,6.12
750670,25.82
750671,128.79333333333335
750672,203.52
750673,76.15
750674,48.95
750675,79.94
750676,209.27
750677,136.96
750678,61.21
750679,52.81
750680,74.7235
750681,103.71
750682,109.02
750683,109.10916666666668
750684,20.04
750685,79.0825
750686,192.64
750687,137.62
750688,108.9875
750689,26.01
750690,60.795
750691,92.6
750692,5.87
750693,183.821
750694,49.165
750695,210.75
750696,204.32
750697,41.81
750698,158.63
750699,156.13
750700,132.26
750701,25.54
750702,66.92
750703,146.96
750704,51.68
750705,117.85
750706,150.37
750707,143.71
750708,229.59
750709,176.96
750710,120.38600000000001
750711,58.37
750712,103.365
750713,53.86
750714,62.03
750715,48.21
750716,19.67
750717,124.14
750718,158.89
750719,125.43
750720,188.78
750721,67.86
750722,23.55
750723,65.92
750724,96.65
750725,14.25
750726,138.92
750727,233.12
750728,75.46
750729,178.31
750730,12.11
750731,216.55
750732,1.64
750733,161.61166666666665
750734,46.76
750735,23.24833333333333
750736,91.56
750737,7.34
750738,83.17
750739,112.94
750740,67.64
750741,93.57
750742,14.05
750743,168.15
750744,18.77
750745,25.44
750746,67.18
750747,105.59
750748,77.58
750749,40.08
750750,125.95
750751,43.96
750752,49.14
750753,95.34
750754,181.69
750755,70.38
750756,50.09
750757,82.2
750758,7.3
750759,86.37
750760,122.76
750761,25.52
750762,63.05
750763,21.04
750764,155.13
750765,31.64
750766,169.24
750767,63.22
750768,164.78
750769,14.25
750770,28.13
750771,197.08
750772,133.7375
750773,72.93
750774,11.98
750775,80.0
750776,76.02
750777,114.06
750778,133.06
750779,7.03
750780,187.66749999999996
750781,16.1
750782,51.24
750783,67.19
750784,200.73666666666668
750785,51.97
750786,33.31
750787,185.28
750788,81.95
750789,42.69
750790,91.02
750791,65.21
750792,191.1
750793,112.11
750794,80.31
750795,174.02
750796,143.865
750797,59.35
750798,52.75
750799,25.27
750800,114.21
750801,9.09
750802,2.19
750803,12.68
750804,28.4
750805,82.63
750806,114.32
750807,24.72
750808,264.25
750809,29.82
750810,87.5
750811,80.32
750812,81.31
750813,106.74
750814,129.00400000000002
750815,24.85
750816,7.77
750817,96.63
750818,13.34
750819,168.23333333333335
750820,113.16
750821,101.02
750822,26.07
750823,62.71
750824,67.56
750825,44.87
750826,84.56333333333333
750827,28.98
750828,95.12
750829,27.22
750830,98.2
750831,80.5
750832,29.51
750833,26.39
750834,78.67
750835,146.14
750836,196.02
750837,6.06
750838,141.7
750839,99.51
750840,52.61
750841,70.85
750842,12.18
750843,67.91
750844,30.42
750845,75.49
750846,160.95
750847,137.85
750848,11.59
750849,157.73
750850,38.75
750851,143.59
750852,51.63
750853,123.34
750854,42.32
750855,36.71
750856,177.2
750857,25.34
750858,54.34
750859,96.44166666666666
750860,144.38
750861,169.23
750862,120.41
750863,162.14
750864,165.46
750865,35.56
750866,144.64
750867,49.1
750868,147.46
750869,100.29
750870,91.63
750871,129.83
750872,88.45
750873,205.76
750874,96.48
750875,164.92
750876,52.42
750877,115.795
750878,129.86
750879,15.83
750880,45.79
750881,100.11
750882,21.76
750883,11.573333333333334
750884,33.85
750885,215.21
750886,166.28
750887,130.54
750888,151.94
750889,56.33
750890,8.7
750891,109.73
750892,31.49
750893,52.75
750894,152.96
750895,76.82
750896,148.93
750897,9.29
750898,32.835
750899,12.31
750900,212.25
750901,105.98
750902,191.81
750903,156.59
750904,107.36
750905,125.26
750906,11.643333333333333
750907,21.75
750908,173.4
750909,8.01
750910,177.90333333333336
750911,80.34
750912,3.52
750913,104.48
750914,191.2
750915,147.07333333333332
750916,45.49
750917,149.64
750918,3.9
750919,145.9
750920,164.85
750921,51.68
750922,119.24
750923,80.93
750924,81.9
750925,19.5
750926,157.46
750927,179.07
750928,8.38
750929,30.5
750930,33.84
750931,135.13
750932,136.84
750933,11.3
750934,211.14
750935,8.2
750936,65.67
750937,23.35
750938,103.17
750939,13.84
750940,18.2
750941,29.73
750942,123.94
750943,12.88
750944,33.21
750945,10.225833333333332
750946,44.23
750947,262.8
750948,14.45
750949,41.69
750950,72.17833333333334
750951,196.01
750952,19.93
750953,45.58
750954,50.01
750955,124.5
750956,122.95
750957,68.60666666666665
750958,7.24
750959,87.72
750960,126.18
750961,5.6
750962,50.05
750963,163.75
750964,185.44
750965,85.06
750966,133.9
750967,86.61
750968,55.03
750969,168.26
750970,126.74
750971,61.25
750972,10.32
750973,149.21
750974,157.08
750975,19.83
750976,162.13
750977,3.19
750978,202.52
750979,80.05
750980,69.56
750981,32.29
750982,10.06
750983,84.34
750984,129.51
750985,61.355
750986,174.76
750987,136.58
750988,92.54
750989,108.1
750990,151.09
750991,11.62
750992,137.64
750993,56.94
750994,64.96
750995,15.09
750996,16.32
750997,18.26
750998,161.49
750999,60.52
751000,22.14
751001,94.29
751002,173.94
751003,105.69
751004,95.3
751005,128.91
751006,159.78
751007,144.95
751008,169.01
751009,246.98
751010,5.48
751011,70.68
751012,17.92
751013,48.025
751014,41.31
751015,69.52133333333333
751016,90.53166666666667
751017,54.89
751018,154.92
751019,49.46
751020,81.45
751021,114.05
751022,26.46
751023,63.815
751024,115.99
751025,108.3
751026,73.83
751027,56.91
751028,113.56
751029,109.18
751030,89.69
751031,91.99866666666667
751032,12.15
751033,76.22
751034,153.07
751035,8.88
751036,134.215
751037,77.31
751038,19.87
751039,24.66
751040,160.0
751041,176.0555
751042,26.13
751043,177.58
751044,146.28
751045,212.49
751046,44.07
751047,86.36
751048,111.61
751049,86.05
751050,184.88
751051,220.82
751052,96.95
751053,142.54
751054,23.81
751055,166.65
751056,163.73
751057,42.83
751058,73.72
751059,38.79
751060,54.74
751061,12.53
751062,56.03
751063,81.92
751064,71.05
751065,103.95
751066,100.77
751067,267.06
751068,116.54
751069,9.14
751070,136.83
751071,212.34
751072,44.79
751073,29.89
751074,23.71
751075,15.38
751076,83.29
751077,79.69
751078,45.85
751079,5.87
751080,27.03
751081,110.65
751082,53.89
751083,122.54
751084,29.29
751085,25.7
751086,43.81
751087,14.92
751088,237.48
751089,36.99
751090,171.72
751091,16.84
751092,165.62
751093,12.61
751094,45.6
751095,110.99857142857144
751096,47.55
751097,30.28
751098,142.03
751099,141.5475
751100,158.9
751101,41.221666666666664
751102,113.09
751103,25.77
751104,164.815
751105,229.25
751106,34.3
751107,184.27
751108,97.505
751109,30.4
751110,37.59
751111,14.85
751112,196.98
751113,64.31
751114,191.28
751115,88.61
751116,72.67399999999999
751117,72.99600000000001
751118,158.69
751119,218.3
751120,55.36
751121,51.56
751122,110.04
751123,176.17
751124,36.19
751125,10.93
751126,86.16
751127,14.8
751128,37.97
751129,32.02
751130,65.34
751131,6.836666666666668
751132,91.46
751133,107.98
751134,61.53
751135,193.43
751136,129.94
751137,53.41
751138,158.13
751139,48.43
751140,139.01
751141,124.84
751142,128.05
751143,6.43
751144,132.83
751145,108.34
751146,91.91
751147,99.25
751148,48.80166666666666
751149,90.34
751150,262.49
751151,35.85
751152,132.52
751153,19.656000000000002
751154,25.65
751155,62.79
751156,96.07
751157,108.23
751158,139.14
751159,25.27
751160,32.3
751161,189.68
751162,84.78
751163,43.59
751164,151.02
751165,174.92
751166,58.778333333333336
751167,6.32
751168,162.94
751169,34.55
751170,68.49
751171,239.14
751172,36.37
751173,197.36
751174,76.6
751175,127.73
751176,24.91
751177,143.8
751178,69.76
751179,202.41
751180,78.43
751181,11.98
751182,52.77
751183,212.59
751184,58.39
751185,66.65
751186,178.38
751187,187.88
751188,4.57
751189,110.29
751190,127.355
751191,7.69
751192,184.71
751193,21.24
751194,166.55
751195,3.75
751196,55.83
751197,100.42
751198,115.72
751199,240.14
751200,10.963333333333333
751201,42.28966666666667
751202,172.03
751203,38.3
751204,26.05
751205,36.36
751206,150.12
751207,148.86
751208,203.77
751209,6.22
751210,121.44
751211,134.11
751212,5.951666666666666
751213,82.58
751214,44.12
751215,166.32
751216,23.68
751217,14.88
751218,109.12
751219,111.21
751220,187.36
751221,186.35
751222,47.81
751223,73.51
751224,183.38
751225,13.52
751226,171.88
751227,85.36
751228,28.69
751229,130.75
751230,129.58
751231,71.74
751232,16.44
751233,11.0
751234,48.55
751235,15.96
751236,7.73
751237,10.02
751238,93.69
751239,16.36
751240,55.7
751241,8.18
751242,27.32
751243,71.13
751244,79.73
751245,92.26
751246,115.93
751247,45.65
751248,27.01
751249,76.03666666666668
751250,81.49
751251,20.97380952380952
751252,143.28
751253,100.91
751254,16.6
751255,63.12
751256,194.88333333333333
751257,44.56
751258,53.45
751259,66.81
751260,190.4
751261,99.07
751262,23.37
751263,11.963
751264,17.59
751265,170.41
751266,19.54
751267,105.96
751268,80.54
751269,13.99
751270,54.77
751271,70.27
751272,149.73
751273,65.94
751274,131.7
751275,33.45
751276,53.27
751277,53.68
751278,64.95
751279,20.24
751280,20.54
751281,37.42
751282,49.6
751283,85.01
751284,4.33
751285,55.46
751286,59.87
751287,53.72
751288,65.35
751289,103.7
751290,40.67
751291,35.19
751292,97.42
751293,69.0
751294,71.1
751295,35.57
751296,166.64
751297,29.606499999999997
751298,147.33
751299,193.16
751300,3.14
751301,37.41
751302,35.18
751303,148.8
751304,39.57
751305,108.76
751306,14.61
751307,195.73
751308,183.96
751309,16.945833333333336
751310,65.75866666666667
751311,135.59
751312,41.0
751313,85.68
751314,63.94
751315,89.24
751316,68.58
751317,186.91
751318,93.88
751319,142.22071428571428
751320,184.51
751321,64.81
751322,75.62
751323,122.08
751324,144.09
751325,181.03
751326,27.02
751327,36.85
751328,201.29
751329,41.77
751330,155.03
751331,37.57
751332,82.81
751333,100.42
751334,13.08
751335,49.33
751336,166.05
751337,6.88
751338,168.27
751339,80.18
751340,117.03
751341,41.03
751342,52.57
751343,99.63
751344,63.14
751345,42.38
751346,107.04
751347,167.22
751348,7.04
751349,108.22
751350,92.54
751351,4.04
751352,162.68
751353,11.79
751354,155.425
751355,113.34
751356,60.77
751357,78.87
751358,238.1
751359,58.23785714285714
751360,148.43
751361,64.6
751362,51.46
751363,13.02
751364,83.36
751365,110.82800000000002
751366,55.62
751367,151.17
751368,91.07
751369,131.27
751370,88.25
751371,38.76
751372,150.43
751373,154.61
751374,53.49
751375,31.37
751376,98.92
751377,76.93
751378,125.48
751379,192.39
751380,124.61
751381,16.36
751382,15.04
751383,158.635
751384,116.47
751385,61.28
751386,28.81
751387,18.84
751388,93.86
751389,162.22
751390,131.16
751391,223.47
751392,28.94
751393,15.98
751394,48.14
751395,166.89
751396,106.14
751397,117.07
751398,205.18
751399,169.65
751400,10.07
751401,10.53
751402,131.72
751403,96.72
751404,126.24533333333333
751405,78.18
751406,98.73
751407,44.83
751408,88.81
751409,23.089000000000002
751410,201.38
751411,85.18
751412,102.31
751413,11.404666666666667
751414,163.78
751415,41.33
751416,23.16
751417,27.53
751418,47.77
751419,185.3
751420,62.73
751421,168.76
751422,143.52
751423,194.9
751424,75.4
751425,90.28
751426,30.35
751427,194.72
751428,35.8
751429,124.61
751430,1.6
751431,152.31
751432,62.37
751433,132.53
751434,125.1
751435,56.09
751436,204.95
751437,13.2675
751438,92.46
751439,58.75
751440,22.12
751441,146.9
751442,30.40666666666667
751443,12.75
751444,43.32
751445,132.52
751446,107.9
751447,87.43
751448,12.63
751449,40.15
751450,105.15
751451,48.4
751452,46.29
751453,7.07
751454,130.82
751455,51.66
751456,121.5
751457,108.69
751458,3.04
751459,149.12
751460,110.65
751461,14.15
751462,27.38
751463,138.02
751464,55.13
751465,84.49
751466,98.72
751467,24.15
751468,170.72
751469,28.27
751470,20.08
751471,146.53
751472,76.7
751473,110.16
751474,19.325333333333333
751475,61.61
751476,115.53
751477,39.98
751478,67.51
751479,142.84
751480,86.7575
751481,76.23
751482,79.95
751483,39.45
751484,36.39
751485,89.23
751486,11.45
751487,233.34
751488,50.25
751489,188.87
751490,12.85
751491,151.53
751492,103.95
751493,104.03
751494,102.5
751495,104.7
751496,163.61
751497,64.22
751498,211.25
751499,204.31
751500,177.81
751501,56.918
751502,10.35
751503,174.72
751504,19.64
751505,157.28
751506,122.67
751507,25.05
751508,135.2
751509,38.64
751510,122.87
751511,87.94
751512,88.04
751513,169.23
751514,169.49
751515,40.65599999999999
751516,27.0
751517,22.68
751518,99.0
751519,43.86
751520,79.77
751521,30.49
751522,96.46
751523,38.74
751524,109.21
751525,186.42
751526,22.16
751527,102.77916666666665
751528,12.73
751529,81.04
751530,120.75
751531,62.12
751532,8.79
751533,64.81
751534,41.68
751535,73.35
751536,7.44
751537,18.42
751538,133.59
751539,22.24
751540,226.58
751541,36.26
751542,167.18733333333333
751543,194.98
751544,91.1
751545,95.84
751546,44.33
751547,27.36
751548,2.04
751549,210.78
751550,8.07
751551,72.03
751552,121.08
751553,66.82
751554,53.42
751555,49.11
751556,6.58
751557,26.83
751558,51.91
751559,55.3
751560,202.95
751561,143.84333333333333
751562,59.66
751563,196.87
751564,48.26
751565,25.63
751566,150.98
751567,25.25
751568,168.04
751569,24.25
751570,16.18
751571,121.57
751572,24.01
751573,148.71
751574,92.43
751575,68.36
751576,61.07
751577,73.47
751578,39.72
751579,87.91
751580,22.5
751581,15.13
751582,137.19
751583,47.64
751584,142.16
751585,93.39
751586,12.2
751587,61.74
751588,21.44666666666667
751589,164.86
751590,66.12
751591,49.51
751592,248.06
751593,23.71
751594,134.01
751595,49.28
751596,90.09
751597,68.68533333333333
751598,91.15
751599,126.81
751600,133.35
751601,92.76
751602,15.72
751603,21.62
751604,85.69
751605,192.77666666666664
751606,94.63
751607,128.36
751608,190.21
751609,70.43
751610,64.17
751611,7.42
751612,75.58
751613,184.56
751614,40.27
751615,29.16
751616,171.62
751617,105.15
751618,21.41
751619,105.84
751620,106.98
751621,20.9
751622,48.776666666666664
751623,91.0
751624,4.38
751625,48.91
751626,8.46
751627,127.74
751628,45.42
751629,93.64
751630,69.02
751631,235.63
751632,77.59
751633,207.66
751634,196.67
751635,245.55
751636,27.21
751637,114.14
751638,97.52
751639,59.89
751640,151.26833333333335
751641,79.33
751642,107.22
751643,138.43
751644,9.38
751645,10.0
751646,45.12
751647,153.74
751648,183.12
751649,29.9
751650,73.36
751651,85.88
751652,8.17
751653,32.18
751654,93.61
751655,110.6
751656,14.09
751657,111.46
751658,75.56
751659,6.35
751660,38.84
751661,164.89
751662,163.21
751663,139.18
751664,6.75
751665,208.49
751666,97.7
751667,166.78
751668,101.18
751669,190.81
751670,100.71833333333333
751671,120.63
751672,54.21
751673,169.05
751674,108.54
751675,176.34
751676,106.46
751677,133.77
751678,11.63
751679,12.18
751680,94.5
751681,28.92
751682,25.54
751683,103.26166666666666
751684,142.85
751685,11.52
751686,26.41
751687,111.23
751688,232.94
751689,219.72
751690,116.33
751691,79.16
751692,22.81
751693,44.25
751694,118.55
751695,153.108
751696,71.8
751697,127.86
751698,79.21
751699,17.75
751700,174.08
751701,65.52
751702,148.42
751703,154.07
751704,153.69
751705,46.34
751706,52.34
751707,35.75
751708,97.05
751709,48.87
751710,181.81
751711,27.728333333333335
751712,168.2
751713,147.06
751714,62.21
751715,69.31
751716,16.7
751717,211.44
751718,164.69
751719,159.83
751720,92.29
751721,124.82
751722,116.88
751723,88.99
751724,152.07
751725,132.6
751726,53.28
751727,148.72
751728,59.43
751729,36.42
751730,4.73
751731,105.09
751732,79.49
751733,42.48
751734,201.30599999999998
751735,84.66
751736,172.69
751737,47.88
751738,10.09
751739,202.95
751740,211.06
751741,68.7
751742,59.44
751743,93.74
751744,163.11
751745,172.7
751746,24.64
751747,44.8525
751748,81.05666666666666
751749,10.23
751750,139.69
751751,33.98
751752,104.67
751753,17.18
751754,157.29
751755,220.0
751756,104.87
751757,148.236
751758,68.2
751759,5.97
751760,55.03
751761,118.62
751762,68.73
751763,38.33
751764,129.0
751765,85.12
751766,7.86
751767,19.63
751768,97.1
751769,164.64
751770,40.913333333333334
751771,185.41
751772,15.9
751773,27.78
751774,20.0625
751775,130.56
751776,104.71
751777,6.53
751778,16.22
751779,177.97
751780,11.92
751781,85.98
751782,3.47
751783,26.98
751784,58.3
751785,36.78
751786,106.14333333333332
751787,22.97
751788,54.98
751789,97.44
751790,14.14
751791,29.42
751792,226.09
751793,30.56
751794,186.9
751795,111.13
751796,195.63
751797,202.9
751798,179.35
751799,116.73
751800,96.41
751801,16.6875
751802,158.6
751803,15.605
751804,175.03
751805,66.21
751806,38.77
751807,79.73
751808,16.86
751809,70.14
751810,28.6
751811,60.88
751812,233.485
751813,55.81
751814,204.17
751815,6.9366666666666665
751816,38.89
751817,38.08
751818,81.67
751819,164.78
751820,49.76
751821,198.24
751822,33.49
751823,164.94
751824,136.55
751825,52.07
751826,169.2
751827,24.14
751828,17.61
751829,81.92
751830,65.19
751831,130.17
751832,94.77
751833,117.45
751834,19.66
751835,184.0
751836,173.13
751837,154.74
751838,27.39916666666667
751839,48.498999999999995
751840,150.92
751841,20.24
751842,149.855
751843,128.78
751844,99.39
751845,92.85
751846,142.35
751847,169.39
751848,75.6
751849,98.89
751850,120.8225
751851,50.26
751852,168.68
751853,57.54
751854,124.55
751855,20.77
751856,24.11
751857,8.84
751858,83.95
751859,16.65
751860,35.03
751861,87.46
751862,65.45
751863,84.55
751864,112.76
751865,14.6
751866,99.16
751867,124.53
751868,184.21
751869,34.37
751870,176.99
751871,106.5725
751872,55.0
751873,32.54
751874,87.97
751875,24.2
751876,144.46
751877,206.04
751878,16.12
751879,229.685
751880,3.34
751881,141.11
751882,151.34
751883,5.2
751884,187.8
751885,160.4
751886,185.82
751887,9.781055555555556
751888,130.04
751889,171.07
751890,114.22
751891,15.701666666666664
751892,186.22
751893,31.6
751894,72.19
751895,8.24
751896,48.89
751897,113.55
751898,243.94
751899,63.95
751900,152.73
751901,28.62
751902,7.87
751903,58.93
751904,11.69
751905,23.88
751906,13.1
751907,63.71
751908,51.755
751909,152.32
751910,34.57
751911,11.11
751912,97.0
751913,66.14
751914,50.61
751915,174.4
751916,184.2
751917,42.53333333333333
751918,69.45
751919,10.68
751920,109.86
751921,92.93
751922,9.51
751923,90.39
751924,85.87
751925,16.61
751926,42.24
751927,5.925
751928,78.89
751929,105.62733333333331
751930,127.0
751931,6.49
751932,167.09
751933,5.2
751934,125.59
751935,137.0
